pool	USDA1157	USDA1021	KH35C	HM006-1	1819	1790	1760	1751	1724	1464	1397	1456	1415	1533	1623	1919	1222	1519	1883	1561	1215	1200	1710	1793	1212	M162	1107	1248	1158	1614	T073	1180	1581	1027	1206	M270	1199	1031	1491	1195	3085	1742	1264	1496	1497	1808	1660	1211	1191	1530	1791	1659	1170	1550	1795	1594	1562	1580	1612	1616	1617	1666	KH46C	1777	1655	1688	1692	1719
CY_2wk_07	0.00342048	0.00453072	0.0284983	0.00523947	0.0123215	0.00526255	0.00676836	0.00386578	0.0762938	0.022981	0.0244334	0.00479989	0.0113296	0.0134618	0.00946374	0.0143149	0.0136516	0.00611238	0.0205053	0.00861654	0.0232064	0.0272265	0.00405099	0.00880979	0.0240575	0.00181654	0.00405134	0.0358746	0.00545669	0.00486876	0.00803699	0.00743502	0.00398066	0.00575868	0.0226062	0.00401864	0.0204622	0.00424024	0.0117042	0.021395	0.0228072	0.0118932	0.0190326	0.00707321	0.0252341	0.00660321	0.0314199	0.00427891	0.00650978	0.0100037	0.00818712	0.0177528	0.0117852	0.00614126	0.0385381	0.00326341	0.0124378	0.0107683	0.00740861	0.00986244	0.013211	0.0229579	0.0204379	0.0876129	0.0181678	0.0110203	0.00539022	0.00527298
CY_2wk_08	0.00356002	0.00475292	0.031075	0.00575154	0.01417	0.00583132	0.00702524	0.00427594	0.0587731	0.021247	0.0230407	0.00539742	0.0139309	0.0136346	0.00855357	0.0171248	0.0145991	0.006502	0.0225662	0.0109692	0.0255392	0.022971	0.00469612	0.00918015	0.0267864	0.00209142	0.00408937	0.0323201	0.00608252	0.00559854	0.00832597	0.0069868	0.0040561	0.00563588	0.0309099	0.00440186	0.020146	0.00466147	0.0117321	0.0222321	0.0250449	0.012597	0.0203534	0.00800324	0.0248649	0.00656193	0.0319813	0.00495152	0.00750316	0.0105949	0.00887189	0.0156876	0.0127065	0.00699714	0.0391461	0.00319117	0.0117367	0.0103688	0.00865034	0.0127854	0.0132244	0.0247255	0.0190345	0.0686922	0.0174676	0.0109099	0.00696958	0.00515506
CY_2wk_09	0.00351911	0.00513462	0.0392147	0.00632187	0.0160068	0.00598552	0.00659328	0.00432862	0.0611414	0.0229444	0.0237776	0.00579928	0.0121392	0.0136119	0.00931095	0.0164217	0.0160654	0.00653106	0.0224479	0.0117508	0.0272316	0.0274581	0.00507635	0.0106048	0.0293133	0.00209239	0.00411844	0.0264806	0.00648263	0.00608092	0.00832438	0.00631999	0.00468248	0.00544679	0.0252355	0.00383678	0.0179226	0.00505927	0.0126459	0.0267279	0.0246837	0.0116881	0.0196426	0.00821963	0.0236284	0.00696008	0.0256353	0.00532742	0.0072625	0.0100173	0.00956079	0.0164806	0.0107072	0.00743477	0.0323217	0.00207534	0.0093423	0.0111108	0.00910448	0.011577	0.0121669	0.0255581	0.0239153	0.064482	0.0185797	0.0103119	0.00594844	0.00607076
CY_2wk_10	0.00336093	0.00440364	0.0455038	0.0054081	0.0151554	0.00568747	0.00864435	0.00470329	0.0336964	0.0132106	0.0196505	0.00491456	0.0136175	0.0152252	0.00836706	0.0171391	0.0153274	0.00824774	0.0140113	0.0110404	0.03965	0.0192664	0.00821422	0.0127193	0.0487062	0.00206607	0.00357811	0.0306458	0.00636473	0.00636322	0.00919872	0.0119071	0.00420764	0.00590424	0.0256688	0.00544396	0.0189332	0.0046509	0.0112979	0.0255608	0.0271027	0.0224575	0.0201146	0.00963129	0.0160977	0.00649381	0.0261674	0.0058756	0.00864716	0.0125057	0.00966842	0.0177443	0.0106428	0.00772159	0.0405406	0.00241311	0.00793944	0.0106823	0.00964722	0.0117668	0.0142233	0.0242353	0.0202739	0.0486769	0.0188534	0.0101319	0.00852436	0.00355874
CY_6m_16	0.00284797	0.0040306	0.0404168	0.00476887	0.00571778	0.00496044	0.00861801	0.00343508	0.0831662	0.0196627	0.0382743	0.00442431	0.0143528	0.0227572	0.00708139	0.0172663	0.0124191	0.0049048	0.0252655	0.00570014	0.0108635	0.0165972	0.00355317	0.00438791	0.00910835	0.00218683	0.00661186	0.0370615	0.00506508	0.00649353	0.00749556	0.00758223	0.00322686	0.00509206	0.0188539	0.00713823	0.0172182	0.00358157	0.0148916	0.0187236	0.0124633	0.00419828	0.011719	0.00515645	0.0218092	0.00478083	0.0241384	0.00340049	0.0099209	0.0123622	0.0110647	0.0415528	0.00998375	0.00679565	0.0538928	0.00203156	0.0149065	0.0132448	0.00939419	0.0128617	0.0120786	0.0206481	0.0108939	0.0861464	0.0249575	0.011208	0.00529678	0.0072903
CY_6m_17	0.00315333	0.00411778	0.0420194	0.00544636	0.00689466	0.00545671	0.0082348	0.0037842	0.0609057	0.0208161	0.0319411	0.00491968	0.0145554	0.021454	0.00705029	0.0215133	0.0165652	0.00535281	0.02553	0.00668745	0.0126215	0.0167709	0.00442654	0.0047142	0.0109312	0.00272657	0.00673567	0.0383569	0.0056166	0.00745713	0.00832085	0.0069601	0.00350332	0.00517819	0.0207959	0.00699339	0.0155576	0.00373763	0.0131582	0.022305	0.0137006	0.00539581	0.0146087	0.00580328	0.0229216	0.00535325	0.0261459	0.00359055	0.0116267	0.0115831	0.0113766	0.0420817	0.0103298	0.0073992	0.0505698	0.0020951	0.0145988	0.0148987	0.0113449	0.0162089	0.0131351	0.0264709	0.0123463	0.0597489	0.0272479	0.0110888	0.00801109	0.00705212
CY_6m_18	0.00311448	0.00423025	0.0315545	0.00479844	0.00690971	0.00536344	0.0094098	0.00367947	0.0525276	0.0213629	0.0380792	0.00461836	0.0128621	0.0181114	0.00810703	0.0177478	0.015651	0.00587388	0.0218124	0.00675177	0.0149394	0.0214806	0.00379941	0.00585286	0.0128899	0.00217965	0.00607126	0.0375397	0.00545157	0.0089998	0.00765154	0.00656046	0.00347357	0.00558653	0.01785	0.00734068	0.0232005	0.00382741	0.0136725	0.0186519	0.0137334	0.00630747	0.0156216	0.00620276	0.024038	0.00529389	0.0301756	0.00354896	0.0103905	0.0137024	0.00978156	0.0329188	0.0107158	0.00678206	0.0608154	0.00205446	0.0166677	0.0129303	0.0100643	0.0126093	0.0156381	0.0236351	0.0143888	0.0686573	0.0300105	0.0115846	0.00647598	0.00567067
CY_6m_19	0.00284228	0.00383083	0.0366031	0.00454425	0.00632787	0.00530306	0.0126658	0.00363134	0.0545124	0.0166543	0.0380522	0.00411983	0.0147709	0.0239746	0.00754241	0.0157297	0.0130372	0.00496045	0.022014	0.00569329	0.0112278	0.0127638	0.00397447	0.00437364	0.0108821	0.0021509	0.00676399	0.0403518	0.00508382	0.0102929	0.00815625	0.00807445	0.00318891	0.00559212	0.0167008	0.00948944	0.017521	0.00322852	0.0116347	0.0168697	0.0123857	0.00495581	0.0118237	0.00584921	0.0167741	0.00457616	0.0273237	0.00352992	0.00956514	0.0151758	0.0114943	0.0521145	0.00982242	0.00699794	0.0754492	0.00201686	0.0188831	0.0143319	0.0101422	0.0115633	0.0132165	0.0218253	0.0102823	0.0631466	0.0393209	0.0110545	0.0056633	0.00558476
CY_6m_20	0.00324242	0.00438781	0.0309664	0.00477597	0.00655123	0.0052732	0.00855246	0.00318936	0.0606348	0.0221299	0.0331826	0.00459771	0.011096	0.019113	0.00633082	0.0153005	0.0152488	0.00527366	0.02478	0.00685998	0.014855	0.0206603	0.00330538	0.00583351	0.0124341	0.00168208	0.00547071	0.0355933	0.00509502	0.00753376	0.00768166	0.0074702	0.00329911	0.00559382	0.0189781	0.00616267	0.0263052	0.00406483	0.0117918	0.0157419	0.0141276	0.00604801	0.0155331	0.00573035	0.0276039	0.00486798	0.0347327	0.00349802	0.00888031	0.0124477	0.00931919	0.0293907	0.0113393	0.00665224	0.0596155	0.00172698	0.0175579	0.0131774	0.00804301	0.0103613	0.0123655	0.0234237	0.0144145	0.08544	0.0286627	0.0139071	0.00480142	0.00529296
F_2.5m_11	0.00320603	0.00464947	0.0188033	0.00477653	0.00900565	0.00564336	0.00906398	0.00375619	0.0289781	0.0216823	0.025699	0.00458445	0.00776087	0.00843349	0.0115341	0.0184648	0.0178454	0.00584631	0.0172253	0.00649817	0.0327584	0.0319583	0.00567509	0.00834831	0.0264605	0.00218065	0.00525251	0.0416475	0.00700359	0.00790428	0.00862392	0.00780603	0.00392751	0.00650341	0.0213881	0.00609585	0.0084083	0.00478376	0.0139922	0.018883	0.0199607	0.0116189	0.0205658	0.00755409	0.0179571	0.00317125	0.0348716	0.00368996	0.00820218	0.00932196	0.00705105	0.014893	0.0160091	0.00732839	0.0525067	0.00618694	0.0367479	0.0119228	0.00529391	0.0103479	0.0204099	0.0368383	0.0255896	0.0495668	0.0405606	0.00883683	0.00678107	0.00315763
F_2.5m_12	0.00331761	0.00444449	0.0246496	0.00473825	0.0146576	0.00547981	0.0107493	0.00453464	0.0434665	0.0177265	0.0264947	0.00493714	0.0116841	0.0103441	0.00930638	0.0222026	0.0190966	0.00656043	0.0162008	0.00634035	0.0288812	0.0251363	0.00624222	0.00863881	0.0292496	0.00289393	0.00606869	0.042394	0.00744436	0.00807986	0.00872343	0.00845185	0.00429042	0.00612276	0.0255283	0.00723048	0.0075383	0.0046429	0.0127592	0.021994	0.0252622	0.0111965	0.0165614	0.00833022	0.0160082	0.00372888	0.0270011	0.00402183	0.00847885	0.00853806	0.00792421	0.0122866	0.0164022	0.00785762	0.0447015	0.00689844	0.0330463	0.0106043	0.00645442	0.0147853	0.0175222	0.0333792	0.0204924	0.0458728	0.0327597	0.0110621	0.00664711	0.00293425
F_2.5m_13	0.00332731	0.00422918	0.0219607	0.00495742	0.0103396	0.00568044	0.0114816	0.00422106	0.0366826	0.0194939	0.0246545	0.00460233	0.00954478	0.0111578	0.013988	0.0158618	0.0229313	0.00538129	0.0149375	0.00757737	0.0310467	0.0277178	0.00568148	0.00931911	0.02921	0.00276483	0.00434465	0.0361139	0.00799438	0.0126167	0.00969929	0.012564	0.00435351	0.00644545	0.021045	0.00580006	0.00839082	0.00432074	0.0101891	0.0173001	0.023457	0.010513	0.0189341	0.00845112	0.0161737	0.00401128	0.0258444	0.00399609	0.00579545	0.00923895	0.00805088	0.0130334	0.0154633	0.00752609	0.0554352	0.0103624	0.0288451	0.0128068	0.00810048	0.01175	0.0200273	0.0335814	0.0274466	0.0369755	0.0455718	0.00835571	0.00718061	0.00314389
F_2.5m_14	0.00316714	0.00418135	0.0219387	0.00477587	0.0141061	0.00625534	0.0106341	0.00397508	0.0406463	0.019648	0.0269988	0.00442308	0.0102154	0.0093634	0.00996036	0.022664	0.0186577	0.0059062	0.0178981	0.00637488	0.0257564	0.0275028	0.00621574	0.00914521	0.029835	0.0027306	0.0066164	0.0425241	0.00669791	0.00982823	0.0103086	0.00861687	0.00391487	0.00638209	0.0245527	0.0065793	0.00867747	0.00444394	0.0136701	0.0209333	0.0244571	0.0107546	0.0167968	0.00799628	0.0158271	0.0032449	0.0280033	0.00358714	0.00868588	0.00914103	0.00712163	0.0130501	0.0124155	0.00750829	0.0455616	0.00652169	0.0356242	0.0130939	0.00660962	0.0151336	0.0155689	0.0328163	0.022646	0.045598	0.034326	0.011029	0.00753919	0.00262091
F_2.5m_15	0.00329612	0.00431079	0.0182209	0.00454932	0.0110718	0.00540004	0.00911386	0.00394596	0.0384877	0.0206263	0.026532	0.00451585	0.00881842	0.00735225	0.0113467	0.017862	0.0178577	0.00535274	0.017571	0.00561182	0.0311604	0.0337417	0.0041566	0.00949632	0.0287923	0.00218755	0.0051475	0.0402617	0.00749755	0.00747979	0.00850261	0.00828644	0.00406218	0.00704558	0.0224656	0.00494465	0.00864998	0.00447145	0.0110998	0.0185557	0.0254471	0.0109653	0.0176696	0.00840833	0.016999	0.00279131	0.0342993	0.00356073	0.0073402	0.00950246	0.00616781	0.0133441	0.0201426	0.0071215	0.0418645	0.00572952	0.0391457	0.0130825	0.00548826	0.0125377	0.0195254	0.0329134	0.0284166	0.0521562	0.0376743	0.0101414	0.00506211	0.0026542
F_2wk_06	0.00368398	0.00466418	0.0163948	0.00498027	0.0152241	0.00604557	0.0105891	0.0042129	0.0402002	0.0196524	0.0217721	0.00470531	0.00732069	0.00687675	0.00785297	0.0168919	0.0134179	0.00500166	0.0205127	0.00656826	0.0362633	0.0288844	0.00430848	0.00868706	0.03394	0.00260706	0.00429989	0.0308061	0.00838645	0.00488881	0.0088851	0.0102881	0.00428568	0.00653725	0.0377332	0.00464755	0.00876044	0.00495556	0.0101499	0.0183695	0.0324943	0.0112002	0.0187341	0.00901166	0.016227	0.00368581	0.0309914	0.00435203	0.00720294	0.0081572	0.00587967	0.0119469	0.0198782	0.00729644	0.0363332	0.00785156	0.036254	0.0120458	0.00449936	0.0123618	0.0175059	0.0319408	0.0236049	0.0601061	0.0337236	0.0140104	0.00566819	0.0027849
F_2wk_07	0.00338757	0.00430769	0.0174524	0.00458262	0.0120477	0.00553057	0.0111803	0.00384854	0.0395675	0.0200031	0.0257013	0.00456955	0.00834037	0.00816896	0.0108196	0.0132353	0.01412	0.00491939	0.0189179	0.00666678	0.0394259	0.0280429	0.00412212	0.00914106	0.0294326	0.00194231	0.00369666	0.0330548	0.00756331	0.00569003	0.00886883	0.0115779	0.00396028	0.00658273	0.0257765	0.00537685	0.00894004	0.0045514	0.010037	0.0153485	0.0279642	0.0119707	0.0205113	0.00747184	0.0159702	0.00365092	0.0326451	0.00411697	0.00630344	0.00784612	0.00643157	0.0143776	0.0183303	0.00667921	0.047109	0.00834912	0.0364822	0.0110472	0.00538503	0.00890572	0.0203032	0.0380723	0.0228917	0.0577151	0.0413243	0.0104575	0.00491968	0.0022698
F_2wk_08	0.00335948	0.00443654	0.016702	0.00469429	0.0121406	0.00542086	0.0110695	0.0037868	0.0351457	0.0209508	0.0258195	0.00440158	0.00744043	0.00695172	0.00994476	0.0138446	0.0153304	0.00508763	0.0192656	0.00615866	0.0367755	0.0327037	0.00423309	0.00973443	0.0328945	0.00157665	0.00401269	0.0323748	0.00756406	0.0053567	0.00875895	0.011162	0.00378434	0.0065788	0.0225972	0.00480531	0.0101375	0.0044447	0.0106043	0.0178806	0.0289702	0.0114992	0.0191699	0.00805418	0.0159023	0.00345908	0.033817	0.00403111	0.0063881	0.00800683	0.0058462	0.0149737	0.0194112	0.00671331	0.0418875	0.00826605	0.0362731	0.0118311	0.00459131	0.00950621	0.0206422	0.0324298	0.0279485	0.0592268	0.0424788	0.0117804	0.00448159	0.00248303
F_2wk_09	0.0034784	0.00454658	0.0166856	0.0049874	0.015431	0.0057782	0.0107924	0.00420457	0.0344974	0.0198619	0.0240136	0.00462688	0.00820979	0.00775383	0.0101928	0.0157317	0.0162811	0.00523293	0.0190362	0.00714296	0.0330484	0.0270625	0.00472869	0.00969597	0.0328729	0.00236929	0.00446769	0.0321269	0.00786192	0.006179	0.00909795	0.0118287	0.00416945	0.0063704	0.0334319	0.00557999	0.00964664	0.0047557	0.0104821	0.0175977	0.0323371	0.0124263	0.0204517	0.00935236	0.0170002	0.00360533	0.0357061	0.00440858	0.0072603	0.00851638	0.0061138	0.0130924	0.0158299	0.00719078	0.042962	0.00915202	0.0341582	0.0120494	0.00555458	0.0116991	0.0182657	0.0305196	0.0229954	0.0499392	0.0349414	0.0145637	0.00579175	0.00225752
F_2wk_10	0.00338519	0.00430338	0.017881	0.00472085	0.0115373	0.005469	0.0108825	0.00398075	0.0331356	0.0184117	0.0268597	0.00445204	0.0081911	0.00755343	0.0117974	0.014616	0.0178112	0.00568774	0.0176812	0.00716051	0.0406308	0.0306237	0.00505827	0.00998578	0.0312995	0.0016918	0.00416999	0.033113	0.00739747	0.00610047	0.00846525	0.011173	0.00400711	0.0067838	0.0219562	0.00535241	0.00906927	0.00432735	0.0109838	0.0169249	0.0264314	0.014576	0.0215544	0.00775312	0.0173064	0.00358617	0.0324397	0.00405795	0.00650148	0.00876598	0.00655875	0.0145396	0.0151054	0.00663127	0.0503957	0.0072409	0.0326708	0.0102644	0.00551708	0.00903877	0.0184758	0.0368683	0.0284595	0.0506656	0.0429666	0.00955418	0.00523931	0.00220407
F_6m_16	0.00283026	0.00416178	0.0325445	0.00502416	0.00786384	0.00553957	0.0121677	0.00407959	0.0376635	0.0189862	0.0375497	0.00502155	0.0102792	0.0112374	0.0105604	0.0309487	0.0193083	0.00609056	0.0155808	0.00575563	0.0205031	0.0210734	0.0114032	0.00474878	0.0209376	0.00359968	0.00670656	0.0560885	0.00657447	0.00956451	0.00884987	0.00733588	0.0039589	0.00649347	0.0212709	0.0087791	0.00650364	0.00397875	0.0157114	0.0238222	0.0170995	0.00853543	0.017413	0.00718925	0.0156007	0.0034177	0.0284343	0.00378641	0.0128911	0.0151445	0.00995448	0.0115971	0.0176109	0.00798897	0.0460814	0.00440356	0.0336977	0.0110198	0.00797155	0.0153914	0.0176432	0.031771	0.0199787	0.0344484	0.0312637	0.00650801	0.00837645	0.00368467
F_6m_17	0.00306374	0.00421658	0.0306466	0.00477781	0.00859939	0.0053696	0.0102669	0.00382686	0.0391639	0.0201478	0.0353095	0.00465936	0.0101782	0.0112165	0.0125912	0.0259352	0.022718	0.00590103	0.0143923	0.00580473	0.0240097	0.0243074	0.008686	0.00688229	0.0241814	0.00250112	0.00590193	0.0493836	0.00702975	0.0113077	0.008203	0.00862769	0.00387125	0.00616293	0.0174778	0.00708814	0.00717389	0.00403002	0.0140827	0.0199055	0.0184146	0.00999577	0.0195881	0.00722982	0.016221	0.00329685	0.026403	0.00359692	0.00855977	0.0155689	0.00892326	0.0132856	0.0102776	0.00737253	0.0547574	0.00468038	0.0310911	0.0108452	0.00793469	0.0147605	0.0170083	0.0328765	0.024277	0.0326438	0.0424882	0.00765117	0.00807408	0.00257925
F_6m_18	0.00316282	0.00447523	0.037209	0.004929	0.00873536	0.00597723	0.00922642	0.00386219	0.0414034	0.0210284	0.033704	0.00551168	0.0102961	0.0122163	0.00982277	0.041234	0.0213126	0.00570978	0.0176929	0.00543645	0.0203537	0.0195645	0.00983067	0.00553625	0.0224254	0.00433463	0.00621244	0.048639	0.00726811	0.00949154	0.0088661	0.00738775	0.00370055	0.00577895	0.0224864	0.00818629	0.00664379	0.00423957	0.0161551	0.0265118	0.0157857	0.00818214	0.0152344	0.00733958	0.0141927	0.00354551	0.027592	0.00391201	0.014142	0.0151547	0.0102704	0.0117321	0.0105562	0.00807835	0.0534356	0.00380672	0.0302033	0.0104281	0.00865659	0.0202187	0.015802	0.0313463	0.0165267	0.0288623	0.0284417	0.00738553	0.0088167	0.00379374
F_6m_19	0.0032141	0.00428616	0.0207881	0.00458321	0.00722779	0.00538682	0.00896782	0.00380928	0.0370083	0.0228432	0.0287842	0.00444074	0.00787748	0.00798812	0.01136	0.0226324	0.0203037	0.00518685	0.0166317	0.00593253	0.0286267	0.0294929	0.00540392	0.00644623	0.0272312	0.00249477	0.00525709	0.0477182	0.00715104	0.0111298	0.00852777	0.00874952	0.00383141	0.00650875	0.0208566	0.00489824	0.00827735	0.00440171	0.0128843	0.0207372	0.0198507	0.00928473	0.0195454	0.00767602	0.0157632	0.00279231	0.0324878	0.00360713	0.00861361	0.0141222	0.00683638	0.0126154	0.0128406	0.00715913	0.0453404	0.00430998	0.0408821	0.0138401	0.00577024	0.0136943	0.0190293	0.033026	0.0272573	0.0448936	0.0425539	0.00773329	0.00563338	0.00296433
